1.00	810.60
1.00	816.90
1.00	670.50
1.00	637.50
1.00	815.70
1.00	726.30
1.00	797.70
1.00	552.30
1.00	941.70
1.00	909.30
1.00	564.00
1.00	616.50
1.00	992.10
1.00	582.30
1.00	1000.20
1.00	603.30
1.00	736.80
1.00	996.00
1.00	1000.20
1.00	444.00
1.00	963.00
1.00	636.00
1.00	563.40
1.00	608.40
1.00	751.50
1.00	1000.20
1.00	479.40
1.00	698.10
1.00	579.30
1.00	747.00
1.00	444.60
1.00	587.40
1.00	857.40
1.00	679.50
1.00	513.60
1.00	705.30
1.00	378.90
1.00	734.10
1.00	395.40
1.00	505.50
1.00	399.30
1.00	442.80
1.00	809.10
1.00	623.40
1.00	492.60
1.00	1000.20
1.00	516.00
1.00	715.20
1.00	809.40
1.00	712.80
1.00	515.70
1.00	460.20
1.00	1000.20
1.00	506.10
1.00	834.30
1.00	797.10
1.00	727.20
1.00	644.70
1.00	703.50
1.00	654.30
1.00	676.50
1.00	708.90
1.00	987.60
1.00	550.50
1.00	511.80
1.00	865.50
1.00	1000.20
1.00	585.90
1.00	337.20
1.00	529.20
1.00	750.00
1.00	824.10
1.00	493.50
1.00	652.20
1.00	924.90
1.00	583.20
1.00	646.80
1.00	927.30
1.00	755.10
1.00	544.50
1.00	882.90
1.00	625.80
1.00	552.30
1.00	857.40
1.00	797.40
1.00	506.10
1.00	674.10
1.00	770.10
1.00	765.00
1.00	582.60
1.00	948.90
1.00	388.80
1.00	631.50
1.00	651.30
1.00	1000.20
1.00	482.10
1.00	709.80
1.00	444.00
1.00	1000.20
1.00	594.30
1.02	667.50
1.02	588.30
1.02	530.10
1.02	386.70
1.02	647.70
1.02	560.40
1.02	580.20
1.02	677.40
1.02	420.90
1.02	599.70
1.02	517.50
1.02	731.70
1.02	1000.20
1.02	1000.20
1.02	939.60
1.02	1000.20
1.02	478.80
1.02	493.80
1.02	636.90
1.02	753.00
1.02	459.60
1.02	578.40
1.02	616.80
1.02	842.40
1.02	1000.20
1.02	706.50
1.02	1000.20
1.02	662.70
1.02	715.20
1.02	733.80
1.02	923.10
1.02	437.70
1.02	922.20
1.02	827.70
1.02	591.00
1.02	810.90
1.02	1000.20
1.02	897.30
1.02	706.50
1.02	672.60
1.02	736.20
1.02	781.50
1.02	521.10
1.02	525.90
1.02	757.50
1.02	763.20
1.02	644.10
1.02	645.60
1.02	900.60
1.02	606.00
1.02	631.20
1.02	659.70
1.02	641.70
1.02	843.30
1.02	519.00
1.02	801.60
1.02	1000.20
1.02	1000.20
1.02	530.70
1.02	935.40
1.02	594.90
1.02	684.60
1.02	570.90
1.02	741.00
1.02	982.20
1.02	756.90
1.02	999.30
1.02	753.60
1.02	645.30
1.02	440.10
1.02	392.70
1.02	665.40
1.02	633.30
1.02	686.10
1.02	660.30
1.02	756.60
1.02	448.20
1.02	566.10
1.02	717.30
1.02	918.30
1.02	885.60
1.02	823.50
1.02	732.60
1.02	777.60
1.02	883.50
1.02	683.40
1.02	1000.20
1.02	430.80
1.02	801.00
1.02	1000.20
1.02	683.40
1.02	898.50
1.02	677.70
1.02	1000.20
1.02	531.00
1.02	708.60
1.02	637.50
1.02	581.40
1.02	884.70
1.02	562.50
