0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.00	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	696.30
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
0.02	1000.20
