1.00	224.40
1.00	200.70
1.00	201.90
1.00	180.00
1.00	228.30
1.00	201.60
1.00	195.60
1.00	179.70
1.00	207.00
1.00	246.30
1.00	237.30
1.00	236.10
1.00	224.70
1.00	228.30
1.00	191.40
1.00	181.50
1.00	221.40
1.00	218.10
1.00	180.60
1.00	197.10
1.00	227.40
1.00	214.80
1.00	211.80
1.00	203.40
1.00	214.50
1.00	204.30
1.00	190.20
1.00	233.40
1.00	223.80
1.00	193.80
1.00	239.10
1.00	196.80
1.00	206.40
1.00	237.30
1.00	201.00
1.00	207.90
1.00	235.20
1.00	200.10
1.00	222.00
1.00	177.00
1.00	174.00
1.00	196.20
1.00	224.40
1.00	209.70
1.00	198.30
1.00	182.40
1.00	214.80
1.00	239.10
1.00	184.50
1.00	195.60
1.00	177.30
1.00	219.30
1.00	212.70
1.00	217.50
1.00	199.50
1.00	198.90
1.00	248.40
1.00	261.60
1.00	173.40
1.00	242.10
1.00	195.00
1.00	190.50
1.00	219.90
1.00	219.00
1.00	211.20
1.00	187.80
1.00	260.10
1.00	190.80
1.00	240.60
1.00	200.10
1.00	189.60
1.00	176.70
1.00	211.50
1.00	179.40
1.00	228.30
1.00	213.00
1.00	204.30
1.00	179.70
1.00	204.60
1.00	199.20
1.00	224.10
1.00	197.70
1.00	177.30
1.00	195.90
1.00	195.30
1.00	216.00
1.00	217.80
1.00	201.30
1.00	188.40
1.00	235.20
1.00	202.20
1.00	236.40
1.00	208.50
1.00	191.70
1.00	228.90
1.00	227.70
1.00	224.70
1.00	195.30
1.00	177.30
1.00	205.20
1.02	206.10
1.02	195.30
1.02	194.10
1.02	202.80
1.02	195.60
1.02	210.00
1.02	208.20
1.02	221.10
1.02	190.80
1.02	231.30
1.02	201.00
1.02	215.10
1.02	196.20
1.02	183.90
1.02	203.10
1.02	209.40
1.02	203.10
1.02	201.60
1.02	177.90
1.02	195.60
1.02	201.00
1.02	241.50
1.02	215.10
1.02	206.70
1.02	201.00
1.02	225.60
1.02	196.80
1.02	186.30
1.02	202.50
1.02	180.00
1.02	209.70
1.02	222.90
1.02	222.90
1.02	221.10
1.02	192.30
1.02	214.20
1.02	192.00
1.02	200.10
1.02	212.10
1.02	215.70
1.02	188.40
1.02	236.70
1.02	230.40
1.02	186.60
1.02	209.70
1.02	224.10
1.02	180.90
1.02	187.80
1.02	266.10
1.02	196.80
1.02	201.00
1.02	220.50
1.02	326.70
1.02	204.30
1.02	214.20
1.02	207.30
1.02	173.10
1.02	231.00
1.02	183.00
1.02	214.20
1.02	241.20
1.02	242.40
1.02	220.20
1.02	216.90
1.02	194.10
1.02	250.50
1.02	252.30
1.02	206.70
1.02	186.30
1.02	243.30
1.02	189.60
1.02	182.70
1.02	202.20
1.02	228.60
1.02	195.00
1.02	190.50
1.02	197.40
1.02	243.60
1.02	186.90
1.02	219.90
1.02	252.90
1.02	217.50
1.02	222.00
1.02	209.10
1.02	190.50
1.02	220.20
1.02	294.00
1.02	193.20
1.02	187.20
1.02	194.70
1.02	226.50
1.02	180.00
1.02	206.40
1.02	279.90
1.02	217.80
1.02	199.80
1.02	183.60
1.02	194.40
1.02	311.10
1.02	195.60
