pattern,eat,absorbPartsNum,Time-consuming
decay,0.02,0,0.0
decay,0.02,0,0.3
decay,0.02,0,0.6
decay,0.02,0,0.8999999999999999
decay,0.02,0,1.2
decay,0.02,0,1.5
decay,0.02,0,1.8
decay,0.02,0,2.1
decay,0.02,0,2.4
decay,0.02,0,2.6999999999999997
decay,0.02,0,2.9999999999999996
decay,0.02,0,3.2999999999999994
decay,0.02,0,3.599999999999999
decay,0.02,0,3.899999999999999
decay,0.02,0,4.199999999999999
decay,0.02,0,4.499999999999999
decay,0.02,0,4.799999999999999
decay,0.02,0,5.099999999999999
decay,0.02,0,5.399999999999999
decay,0.02,0,5.699999999999998
decay,0.02,0,5.999999999999998
decay,0.02,0,6.299999999999998
decay,0.02,0,6.599999999999998
decay,0.02,0,6.899999999999998
decay,0.02,0,7.1999999999999975
decay,0.02,0,7.499999999999997
decay,0.02,0,7.799999999999997
decay,0.02,0,8.099999999999998
decay,0.02,0,8.399999999999999
decay,0.02,0,8.7
decay,0.02,0,9.0
decay,0.02,0,9.3
decay,0.02,0,9.600000000000001
decay,0.02,0,9.900000000000002
decay,0.02,0,10.200000000000003
decay,0.02,0,10.500000000000004
decay,0.02,0,10.800000000000004
decay,0.02,0,11.100000000000005
decay,0.02,0,11.400000000000006
decay,0.02,0,11.700000000000006
decay,0.02,0,12.000000000000007
decay,0.02,0,12.300000000000008
decay,0.02,0,12.600000000000009
decay,0.02,0,12.90000000000001
decay,0.02,0,13.20000000000001
decay,0.02,0,13.50000000000001
decay,0.02,0,13.800000000000011
decay,0.02,0,14.100000000000012
decay,0.02,0,14.400000000000013
decay,0.02,0,14.700000000000014
decay,0.02,0,15.000000000000014
decay,0.02,0,15.300000000000015
decay,0.02,0,15.600000000000016
decay,0.02,0,15.900000000000016
decay,0.02,0,16.200000000000017
decay,0.02,0,16.500000000000018
decay,0.02,0,16.80000000000002
decay,0.02,0,17.10000000000002
decay,0.02,0,17.40000000000002
decay,0.02,0,17.70000000000002
decay,0.02,0,18.00000000000002
decay,0.02,0,18.300000000000022
decay,0.02,0,18.600000000000023
decay,0.02,0,18.900000000000023
decay,0.02,0,19.200000000000024
decay,0.02,0,19.500000000000025
decay,0.02,0,19.800000000000026
decay,0.02,0,20.100000000000026
decay,0.02,0,20.400000000000027
decay,0.02,0,20.700000000000028
decay,0.02,0,21.00000000000003
decay,0.02,0,21.30000000000003
decay,0.02,0,21.60000000000003
decay,0.02,0,21.90000000000003
decay,0.02,0,22.20000000000003
decay,0.02,0,22.500000000000032
decay,0.02,0,22.800000000000033
decay,0.02,0,23.100000000000033
decay,0.02,0,23.400000000000034
decay,0.02,0,23.700000000000035
decay,0.02,0,24.000000000000036
decay,0.02,0,24.300000000000036
decay,0.02,0,24.600000000000037
decay,0.02,0,24.900000000000038
decay,0.02,0,25.20000000000004
decay,0.02,0,25.50000000000004
decay,0.02,0,25.80000000000004
decay,0.02,0,26.10000000000004
decay,0.02,0,26.40000000000004
decay,0.02,0,26.700000000000042
decay,0.02,0,27.000000000000043
decay,0.02,0,27.300000000000043
decay,0.02,0,27.600000000000044
decay,0.02,0,27.900000000000045
decay,0.02,0,28.200000000000045
decay,0.02,0,28.500000000000046
decay,0.02,0,28.800000000000047
decay,0.02,0,29.100000000000048
decay,0.02,0,29.40000000000005
decay,0.02,0,29.70000000000005
decay,0.02,0,30.00000000000005
decay,0.02,0,30.30000000000005
decay,0.02,0,30.60000000000005
decay,0.02,0,30.900000000000052
decay,0.02,0,31.200000000000053
decay,0.02,0,31.500000000000053
decay,0.02,0,31.800000000000054
decay,0.02,0,32.10000000000005
decay,0.02,0,32.40000000000005
decay,0.02,0,32.700000000000045
decay,0.02,0,33.00000000000004
decay,0.02,0,33.30000000000004
decay,0.02,0,33.60000000000004
decay,0.02,0,33.900000000000034
decay,0.02,0,34.20000000000003
decay,0.02,0,34.50000000000003
decay,0.02,0,34.800000000000026
decay,0.02,0,35.10000000000002
decay,0.02,0,35.40000000000002
decay,0.02,0,35.70000000000002
decay,0.02,0,36.000000000000014
decay,0.02,0,36.30000000000001
decay,0.02,0,36.60000000000001
decay,0.02,0,36.900000000000006
decay,0.02,0,37.2
decay,0.02,0,37.5
decay,0.02,0,37.8
decay,0.02,0,38.099999999999994
decay,0.02,0,38.39999999999999
decay,0.02,0,38.69999999999999
decay,0.02,0,38.999999999999986
decay,0.02,0,39.29999999999998
decay,0.02,0,39.59999999999998
decay,0.02,0,39.89999999999998
decay,0.02,0,40.199999999999974
decay,0.02,0,40.49999999999997
decay,0.02,0,40.79999999999997
decay,0.02,0,41.099999999999966
decay,0.02,0,41.39999999999996
decay,0.02,0,41.69999999999996
decay,0.02,0,41.99999999999996
decay,0.02,0,42.299999999999955
decay,0.02,0,42.59999999999995
decay,0.02,0,42.89999999999995
decay,0.02,0,43.199999999999946
decay,0.02,0,43.49999999999994
decay,0.02,0,43.79999999999994
decay,0.02,0,44.09999999999994
decay,0.02,0,44.399999999999935
decay,0.02,0,44.69999999999993
decay,0.02,0,44.99999999999993
decay,0.02,0,45.299999999999926
decay,0.02,0,45.59999999999992
decay,0.02,0,45.89999999999992
decay,0.02,0,46.19999999999992
decay,0.02,0,46.499999999999915
decay,0.02,0,46.79999999999991
decay,0.02,0,47.09999999999991
decay,0.02,0,47.399999999999906
decay,0.02,0,47.6999999999999
decay,0.02,0,47.9999999999999
decay,0.02,0,48.2999999999999
decay,0.02,0,48.599999999999895
decay,0.02,0,48.89999999999989
decay,0.02,0,49.19999999999989
decay,0.02,0,49.499999999999886
decay,0.02,0,49.79999999999988
decay,0.02,0,50.09999999999988
decay,0.02,0,50.39999999999988
decay,0.02,0,50.699999999999875
decay,0.02,0,50.99999999999987
decay,0.02,0,51.29999999999987
decay,0.02,0,51.599999999999866
decay,0.02,0,51.899999999999864
decay,0.02,0,52.19999999999986
decay,0.02,0,52.49999999999986
decay,0.02,0,52.799999999999855
decay,0.02,0,53.09999999999985
decay,0.02,0,53.39999999999985
decay,0.02,0,53.69999999999985
decay,0.02,0,53.999999999999844
decay,0.02,0,54.29999999999984
decay,0.02,0,54.59999999999984
decay,0.02,0,54.899999999999835
decay,0.02,0,55.19999999999983
decay,0.02,0,55.49999999999983
decay,0.02,0,55.79999999999983
decay,0.02,0,56.099999999999824
decay,0.02,0,56.39999999999982
decay,0.02,0,56.69999999999982
decay,0.02,0,56.999999999999815
decay,0.02,0,57.29999999999981
decay,0.02,0,57.59999999999981
decay,0.02,0,57.89999999999981
decay,0.02,0,58.199999999999804
decay,0.02,0,58.4999999999998
decay,0.02,0,58.7999999999998
decay,0.02,0,59.099999999999795
decay,0.02,0,59.39999999999979
decay,0.02,0,59.69999999999979
decay,0.02,0,59.99999999999979
decay,0.02,0,60.299999999999784
decay,0.02,0,60.59999999999978
decay,0.02,0,60.89999999999978
decay,0.02,0,61.199999999999775
decay,0.02,0,61.49999999999977
decay,0.02,0,61.79999999999977
decay,0.02,0,62.09999999999977
decay,0.02,0,62.399999999999764
decay,0.02,0,62.69999999999976
decay,0.02,0,62.99999999999976
decay,0.02,0,63.299999999999756
decay,0.02,0,63.59999999999975
decay,0.02,0,63.89999999999975
decay,0.02,0,64.19999999999975
decay,0.02,0,64.49999999999974
decay,0.02,0,64.79999999999974
decay,0.02,0,65.09999999999974
decay,0.02,0,65.39999999999974
decay,0.02,0,65.69999999999973
decay,0.02,0,65.99999999999973
decay,0.02,0,66.29999999999973
decay,0.02,0,66.59999999999972
decay,0.02,0,66.89999999999972
decay,0.02,0,67.19999999999972
decay,0.02,0,67.49999999999972
decay,0.02,0,67.79999999999971
decay,0.02,0,68.09999999999971
decay,0.02,0,68.39999999999971
decay,0.02,0,68.6999999999997
decay,0.02,0,68.9999999999997
decay,0.02,0,69.2999999999997
decay,0.02,0,69.5999999999997
decay,0.02,0,69.8999999999997
