group,pattern,eat,absorbPartsNum,Time-consuming
1,decay,0.05,0,45.89999999999992
1,decay,0.05,0,46.19999999999992
1,decay,0.05,0,46.499999999999915
1,decay,0.05,0,46.79999999999991
1,decay,0.05,0,47.09999999999991
1,decay,0.05,0,47.399999999999906
1,decay,0.05,0,47.6999999999999
1,decay,0.05,0,47.9999999999999
1,decay,0.05,0,48.2999999999999
1,decay,0.05,0,48.599999999999895
1,decay,0.05,0,48.89999999999989
1,decay,0.05,0,49.19999999999989
1,decay,0.05,0,49.499999999999886
1,decay,0.05,0,49.79999999999988
1,decay,0.05,0,50.09999999999988
1,decay,0.05,0,50.39999999999988
1,decay,0.05,0,50.699999999999875
1,decay,0.05,0,50.99999999999987
1,decay,0.05,0,51.29999999999987
1,decay,0.05,0,51.599999999999866
1,decay,0.05,0,51.899999999999864
